data_year,victim_id,incident_id,victim_seq_num,victim_type_id,assignment_type_id,activity_type_id,outside_agency_id,age_id,age_num,sex_code,race_id,ethnicity_id,resident_status_code,age_range_low_num,age_range_high_num,data_year,agency_id,nibrs_month_id,cargo_theft_flag,submission_date,incident_date,report_date_flag,incident_hour,cleared_except_id,cleared_except_date,incident_status,data_home,orig_format,did,data_year,offense_id,offense_code,attempt_complete_flag,location_id,num_premises_entered,method_entry_code,data_year,suspect_using_id,suspect_using_code,suspect_using_name
2021,165617403,150085690,1,8,,,,104,NS,X,99,50,,,,2021,16,40416477,f,2022-03-07 03:02:26.613,2021-06-24,f,0,6,,ACCEPTED,,X,131535653,2021,179914994,35A,C,34,,,2021,4,N,Not Applicable
2021,164956779,149503890,1,1,,,,104,NS,X,99,50,,,,2021,16,40416477,f,2022-02-28 03:03:07.262,2021-06-29,f,0,6,,ACCEPTED,,X,129206442,2021,179239325,23C,C,24,,,2021,3,D,Drugs/Narcotics
2021,164956780,149503891,1,4,,,,68,65,F,10,50,,65,,2021,16,40416483,f,2022-02-28 03:03:08.145,2021-07-01,t,0,6,,ACCEPTED,,X,129206445,2021,179239326,23H,C,35,,,2021,4,N,Not Applicable
2021,164956787,149503898,1,8,,,,104,NS,X,99,50,,,,2021,16,40416483,f,2022-02-28 03:03:14.284,2021-07-24,f,0,6,,ACCEPTED,,X,129206466,2021,179239333,35A,C,25,,,2021,3,D,Drugs/Narcotics
2021,166134596,150540572,1,1,,,,104,NS,X,99,50,,,,2021,16,40416483,f,2022-03-12 03:07:04.398,2021-07-28,f,0,6,,ACCEPTED,,X,133527696,2021,180446460,23C,C,24,,,2021,4,N,Not Applicable
2021,164956791,149503902,1,8,,,,104,NS,X,99,50,,,,2021,16,40416484,f,2022-02-28 03:03:18.281,2021-08-05,f,0,6,,ACCEPTED,,X,129206478,2021,179239337,35A,C,25,,,2021,3,D,Drugs/Narcotics
2021,164956792,149503903,1,4,,,,76,73,M,10,50,,73,,2021,16,40416484,f,2022-02-28 03:03:19.322,2021-08-06,f,0,6,,ACCEPTED,,X,129206481,2021,179239338,120,C,35,,,2021,4,N,Not Applicable
2021,165096683,149626171,1,5,2,1,16,39,36,M,10,50,,36,,2021,16,40416484,f,2022-03-01 03:06:25.236,2021-08-12,f,0,6,,ACCEPTED,,X,129463017,2021,179381870,13B,C,8,,,2021,1,A,Alcohol
2021,165096684,149626172,1,4,,,,27,24,M,10,50,,24,,2021,16,40416484,f,2022-03-01 03:06:26.61,2021-08-13,f,0,6,,ACCEPTED,,X,129463020,2021,179381871,13A,C,26,,,2021,4,N,Not Applicable
2021,165096689,149626176,1,8,,,,104,NS,X,99,50,,,,2021,16,40416484,f,2022-03-01 03:06:31.57,2021-08-23,f,0,6,,ACCEPTED,,X,129463032,2021,179381875,520,C,25,,,2021,1,A,Alcohol
2021,165214671,149726863,1,4,,,,30,27,M,10,50,,27,,2021,16,40416484,f,2022-03-02 03:05:38.233,2021-08-26,f,0,6,,ACCEPTED,,X,129732273,2021,179501297,09C,C,25,,,2021,4,N,Not Applicable
2021,165214674,149726866,1,8,,,,104,NS,X,99,50,,,,2021,16,40419683,f,2022-03-02 03:05:41.413,2021-09-03,f,0,6,,ACCEPTED,,X,129732282,2021,179501300,520,C,4,,,2021,3,D,Drugs/Narcotics
2021,165214675,149726867,1,8,,,,104,NS,X,99,50,,,,2021,16,40419683,f,2022-03-02 03:05:42.492,2021-09-06,f,0,6,,ACCEPTED,,X,129732285,2021,179501301,520,C,25,,,2021,1,A,Alcohol
2021,165214676,149726868,1,4,,,,25,22,M,30,50,,22,,2021,16,40419683,f,2022-03-02 03:05:43.254,2021-09-07,f,0,6,,ACCEPTED,,X,129732289,2021,179501302,23G,C,21,,,2021,4,N,Not Applicable
2021,165271375,149777239,1,5,3,7,,30,27,M,10,50,,27,,2021,16,40419683,f,2022-03-03 03:14:28.267,2021-09-25,f,0,6,,ACCEPTED,,X,129864357,2021,179558177,13B,C,24,,,2021,1,A,Alcohol
2021,165271376,149777240,1,4,,,,33,30,M,10,50,,30,,2021,16,40419683,f,2022-03-03 03:14:29.107,2021-09-27,f,0,6,,ACCEPTED,,X,129864360,2021,179558178,13B,C,35,,,2021,4,N,Not Applicable
2021,165271377,149777241,1,4,,,,61,58,F,10,50,,58,,2021,16,40419683,f,2022-03-03 03:14:29.893,2021-09-27,f,0,6,,ACCEPTED,,X,129864363,2021,179558179,13B,C,25,,,2021,3,D,Drugs/Narcotics
2021,165271378,149777242,1,1,,,,104,NS,X,99,50,,,,2021,16,40419683,f,2022-03-03 03:14:30.747,2021-09-24,f,0,6,,ACCEPTED,,X,129864366,2021,179558180,220,C,11,,N,2021,4,N,Not Applicable
2021,165271382,149777246,1,1,,,,104,NS,X,99,50,,,,2021,16,40420238,f,2022-03-03 03:14:34.211,2021-10-09,f,0,6,,ACCEPTED,,X,129864378,2021,179558184,23C,C,24,,,2021,1,A,Alcohol
2021,165271383,149777247,1,1,,,,104,NS,X,99,50,,,,2021,16,40420238,f,2022-03-03 03:14:35.009,2021-10-11,f,0,6,,ACCEPTED,,X,129864381,2021,179558185,23H,C,11,,,2021,4,N,Not Applicable
2021,165271385,149777249,1,8,,,,104,NS,X,99,50,,,,2021,16,40420238,f,2022-03-03 03:14:36.671,2021-10-12,f,0,6,,ACCEPTED,,X,129864387,2021,179558187,520,C,25,,,2021,1,A,Alcohol
2021,165271387,149777251,1,2,,,,104,NS,X,99,50,,,,2021,16,40420238,f,2022-03-03 03:14:38.651,2021-10-14,f,0,6,,ACCEPTED,,X,129864393,2021,179558189,23H,C,7,,,2021,4,N,Not Applicable
2021,165325889,149826234,1,4,,,,44,41,F,20,50,,41,,2021,16,40420238,f,2022-03-04 03:13:17.377,2021-10-26,f,0,6,,ACCEPTED,,X,130098871,2021,179613764,13B,C,8,,,2021,1,A,Alcohol
2021,165325893,149826238,1,4,,,,21,18,F,10,50,,18,,2021,16,40420238,f,2022-03-04 03:13:19.707,2021-10-31,f,0,6,,ACCEPTED,,X,130098883,2021,179613768,13B,C,35,,,2021,4,N,Not Applicable
2021,165325897,149826242,1,4,,,,52,49,M,20,50,,49,,2021,16,40421313,f,2022-03-04 03:13:23.016,2021-11-05,f,0,6,,ACCEPTED,,X,130098898,2021,179613772,13A,C,23,,,2021,3,D,Drugs/Narcotics
2021,165325899,149826244,1,4,,,,42,39,F,10,50,,39,,2021,16,40421313,f,2022-03-04 03:13:25.657,2021-11-07,f,0,6,,ACCEPTED,,X,130098907,2021,179613774,13B,C,35,,,2021,4,N,Not Applicable
2021,165325901,149826246,1,8,,,,104,NS,X,99,50,,,,2021,16,40421313,f,2022-03-04 03:13:27.415,2021-11-11,f,0,6,,ACCEPTED,,X,130098913,2021,179613776,35A,C,26,,,2021,3,D,Drugs/Narcotics
2021,165325903,149826248,1,4,,,,26,23,F,30,50,,23,,2021,16,40421313,f,2022-03-04 03:13:29.175,2021-11-12,f,0,6,,ACCEPTED,,X,130098919,2021,179613778,240,C,26,,,2021,4,N,Not Applicable
2021,165325904,149826249,1,4,,,,41,38,F,30,50,,38,,2021,16,40421313,f,2022-03-04 03:13:30.217,2021-11-14,f,0,6,,ACCEPTED,,X,130098923,2021,179613779,13B,C,26,,,2021,1,A,Alcohol
2021,165325907,149826251,1,4,,,,49,46,F,10,50,,46,,2021,16,40421313,f,2022-03-04 03:13:31.007,2021-11-15,f,0,6,,ACCEPTED,,X,130098928,2021,179613781,290,C,24,,,2021,4,N,Not Applicable
2021,165325864,149826214,1,4,,,,45,42,M,20,50,,42,,2021,16,40421313,f,2022-03-04 03:12:57.104,2021-11-18,f,0,6,,ACCEPTED,,X,130098786,2021,179613739,240,C,98,,,2021,3,D,Drugs/Narcotics
2021,165325865,149826215,1,1,,,,104,NS,X,99,50,,,,2021,16,40421313,f,2022-03-04 03:12:58.226,2021-11-18,f,0,6,,ACCEPTED,,X,130098790,2021,179613740,23C,C,24,,,2021,4,N,Not Applicable
2021,165325869,149826219,1,8,,,,104,NS,X,99,50,,,,2021,16,40421313,f,2022-03-04 03:13:01.325,2021-11-27,f,0,6,,ACCEPTED,,X,130098802,2021,179613744,35A,C,26,,,2021,1,A,Alcohol
2021,165325870,149826220,1,4,,,,26,23,M,20,50,,23,,2021,16,40421313,f,2022-03-04 03:13:02.183,2021-11-28,f,0,6,,ACCEPTED,,X,130098805,2021,179613745,240,C,37,,,2021,4,N,Not Applicable
2021,165325871,149826221,1,4,,,,22,19,F,30,50,,19,,2021,16,40421314,f,2022-03-04 03:13:03.225,2021-12-02,f,0,6,,ACCEPTED,,X,130098808,2021,179613746,13B,C,26,,,2021,1,A,Alcohol
2021,165325875,149826224,1,1,,,,104,NS,X,99,50,,,,2021,16,40421314,f,2022-03-04 03:13:05.444,2021-12-04,f,0,6,,ACCEPTED,,X,130098817,2021,179613749,23C,C,24,,,2021,4,N,Not Applicable
2021,165519835,149998779,1,8,,,,104,NS,X,99,50,,,,2021,16,40421314,f,2022-03-06 03:02:54.249,2021-12-07,f,0,6,,ACCEPTED,,X,130972267,2021,179813336,35A,C,25,,,2021,3,D,Drugs/Narcotics
2021,165519844,149998786,1,4,,,,48,45,M,10,50,,45,,2021,16,40421314,f,2022-03-06 03:02:57.979,2021-12-14,f,0,6,,ACCEPTED,,X,130972298,2021,179813344,240,C,35,,,2021,4,N,Not Applicable
2021,165519848,149998790,1,4,,,,62,59,M,10,50,,59,,2021,16,40421314,f,2022-03-06 03:02:58.923,2021-12-15,f,0,6,,ACCEPTED,,X,130972309,2021,179813348,23D,C,35,,,2021,3,D,Drugs/Narcotics
2021,165519851,149998793,1,1,,,,104,NS,X,99,50,,,,2021,16,40421314,f,2022-03-06 03:02:59.829,2021-12-16,f,0,6,,ACCEPTED,,X,130972320,2021,179813351,23C,C,44,,,2021,4,N,Not Applicable
2021,158361936,143730047,1,4,,,,28,25,F,30,20,R,25,,2021,17,40346475,f,2021-10-26 03:14:30.272,2021-01-02,f,20,6,,ACCEPTED,,X,115395274,2021,172634735,13B,C,35,,,2021,1,A,Alcohol
2021,160516846,145616554,1,4,,,,34,31,F,30,20,R,31,,2021,17,40346475,f,2021-12-10 02:57:34.824,2021-01-06,f,0,6,,ACCEPTED,,X,119582894,2021,174800211,220,C,35,,N,2021,4,N,Not Applicable
2021,160516847,145616555,1,4,,,,32,29,F,30,20,,29,,2021,17,40346475,f,2021-12-10 02:57:35.863,2021-01-09,f,3,6,,ACCEPTED,,X,119582897,2021,174800212,11A,C,35,,,2021,1,A,Alcohol
2021,160516848,145616556,1,4,,,,15,12,F,30,20,R,12,13,2021,17,40346475,f,2021-12-10 02:57:36.581,2021-01-11,f,18,6,,ACCEPTED,,X,119582900,2021,174800213,11A,C,35,,,2021,4,N,Not Applicable
2021,161117030,146144194,1,4,,,,39,36,F,30,20,R,36,,2021,17,40346475,f,2021-12-22 02:58:19.365,2021-01-12,f,0,6,,ACCEPTED,,X,120770396,2021,175403670,220,C,35,,F,2021,3,D,Drugs/Narcotics
2021,161117033,146144196,1,4,,,,34,31,F,30,20,,31,,2021,17,40346475,f,2021-12-22 02:58:21.787,2021-01-10,f,0,6,,ACCEPTED,,X,120770402,2021,175403673,220,C,35,,N,2021,4,N,Not Applicable
2021,161123853,146150136,1,4,,,,37,34,M,30,20,,34,,2021,17,40346475,f,2021-12-23 02:58:15.32,2021-01-16,f,8,6,,ACCEPTED,,X,120792318,2021,175410599,13B,C,35,,,2021,1,A,Alcohol
2021,161123855,146150138,1,4,,,,33,30,F,30,20,R,30,,2021,17,40346475,f,2021-12-23 02:58:17.475,2021-01-17,f,12,6,,ACCEPTED,,X,120792324,2021,175410601,13A,C,35,,,2021,4,N,Not Applicable
2021,161123856,146150139,1,4,,,,73,70,F,30,20,,70,,2021,17,40346475,f,2021-12-23 02:58:18.616,2021-01-18,f,10,6,,ACCEPTED,,X,120792327,2021,175410603,11A,C,35,,,2021,1,A,Alcohol
2021,164955901,149503117,1,1,,,,104,NS,X,99,50,,,,2021,17,40416476,f,2022-02-27 03:02:15.786,2021-08-03,f,9,6,,ACCEPTED,,X,129203392,2021,179238471,23C,C,24,,,2021,4,N,Not Applicable
2021,164597543,149190747,1,4,,,,23,20,M,30,20,R,20,,2021,17,40346475,f,2022-02-18 03:03:04.483,2021-01-19,f,23,6,,ACCEPTED,,X,128379719,2021,178877533,290,C,35,,,2021,1,A,Alcohol
2021,161128096,146153738,1,4,,,,68,65,F,30,20,R,65,,2021,17,40346475,f,2021-12-24 02:57:34.537,2021-01-20,f,15,6,,ACCEPTED,,X,120806612,2021,175414933,13B,C,35,,,2021,4,N,Not Applicable
2021,161344997,146341819,1,4,,,,39,36,M,30,20,R,36,,2021,17,40346475,f,2021-12-28 02:58:39.802,2021-01-22,f,0,6,,ACCEPTED,,X,121169200,2021,175629453,290,C,35,,,2021,1,A,Alcohol
2021,161344999,146341821,1,4,,,,16,13,F,30,20,R,13,,2021,17,40346475,f,2021-12-28 02:58:41.745,2021-01-24,t,16,6,,ACCEPTED,,X,121169206,2021,175629455,11A,A,1,,,2021,4,N,Not Applicable
2021,161349927,146346109,1,4,,,,49,46,M,30,20,R,46,,2021,17,40346475,f,2021-12-29 02:58:41.298,2021-01-27,f,7,6,,ACCEPTED,,X,121184886,2021,175634405,13B,C,35,,,2021,1,A,Alcohol
2021,161349929,146346110,1,4,,,,35,32,M,30,20,R,32,,2021,17,40346475,f,2021-12-29 02:58:42.195,2021-01-28,f,9,6,,ACCEPTED,,X,121184889,2021,175634406,13B,C,35,,,2021,4,N,Not Applicable
2021,161349930,146346111,1,4,,,,46,43,F,30,20,R,43,,2021,17,40346475,f,2021-12-29 02:58:43.057,2021-01-28,f,23,6,,ACCEPTED,,X,121184892,2021,175634407,13B,C,35,,,2021,1,A,Alcohol
2021,161349931,146346112,1,4,,,,38,35,F,30,20,R,35,,2021,17,40346475,f,2021-12-29 02:58:44.1,2021-01-29,t,9,6,,ACCEPTED,,X,121184895,2021,175634408,13B,C,35,,,2021,4,N,Not Applicable
2021,161795958,146732267,1,8,,,,104,NS,X,99,50,,,,2021,17,40380480,f,2022-01-08 04:58:17.944,2021-02-01,f,22,6,,ACCEPTED,,X,122129588,2021,176079753,520,C,35,,,2021,1,A,Alcohol
2021,161885716,146810052,1,4,,,,68,65,M,40,50,,65,,2021,17,40380480,f,2022-01-11 02:59:02.042,2021-02-02,f,15,6,,ACCEPTED,,X,122386408,2021,176168246,250,C,25,,,2021,4,N,Not Applicable
2021,161885717,146810053,1,4,,,,40,37,M,30,20,R,37,,2021,17,40380480,f,2022-01-11 02:59:02.965,2021-02-03,t,21,6,,ACCEPTED,,X,122386411,2021,176168247,13B,C,35,,,2021,1,A,Alcohol
2021,161885718,146810054,1,4,,,,29,26,F,30,20,R,26,,2021,17,40380480,f,2022-01-11 02:59:03.839,2021-02-06,f,15,6,,ACCEPTED,,X,122386414,2021,176168248,13B,C,35,,,2021,4,N,Not Applicable
2021,162003695,146914384,1,4,,,,42,39,F,30,40,R,39,,2021,17,40380480,f,2022-01-12 02:59:08.242,2021-02-08,t,12,6,,ACCEPTED,,X,122584266,2021,176288143,13B,C,25,,,2021,1,A,Alcohol
2021,162003696,146914385,1,4,,,,40,37,M,30,20,R,37,,2021,17,40380480,f,2022-01-12 02:59:09.804,2021-02-10,t,6,6,,ACCEPTED,,X,122584269,2021,176288144,23D,C,35,,,2021,4,N,Not Applicable
2021,162264274,147148625,1,4,,,,34,31,M,30,20,R,31,,2021,17,40380480,f,2022-01-14 03:00:05.206,2021-02-10,t,21,6,,ACCEPTED,,X,123058951,2021,176546024,13B,C,35,,,2021,1,A,Alcohol
2021,162264277,147148628,1,4,,,,15,12,F,30,20,R,12,,2021,17,40380480,f,2022-01-14 03:00:07.535,2021-02-11,t,0,6,,ACCEPTED,,X,123058960,2021,176546027,11D,C,35,,,2021,4,N,Not Applicable
2021,162264279,147148629,1,4,,,,35,32,M,30,20,R,32,,2021,17,40380480,f,2022-01-14 03:00:08.477,2021-02-11,t,22,6,,ACCEPTED,,X,123058963,2021,176546028,13B,C,35,,,2021,1,A,Alcohol
2021,163241567,148002067,1,4,,,,19,16,F,30,20,R,16,,2021,17,40380480,f,2022-02-03 03:02:36.212,2021-02-15,t,18,6,,ACCEPTED,,X,125155593,2021,177521260,13B,C,35,,,2021,4,N,Not Applicable
2021,163777760,148476155,1,4,,,,37,34,F,30,50,R,34,,2021,17,40380480,f,2022-02-08 03:02:32.941,2021-02-19,t,2,6,,ACCEPTED,,X,126639474,2021,178062557,13B,C,35,,,2021,1,A,Alcohol
2021,164007157,148677358,1,4,,,,36,33,F,30,20,R,33,,2021,17,40380480,f,2022-02-11 03:04:01.033,2021-02-21,t,11,6,,ACCEPTED,,X,127115861,2021,178293653,13B,C,35,,,2021,4,N,Not Applicable
2021,164597545,149190749,1,4,,,,51,48,F,30,20,R,48,,2021,17,40380480,f,2022-02-18 03:03:05.398,2021-02-23,t,18,6,,ACCEPTED,,X,128379724,2021,178877535,13B,C,35,,,2021,1,A,Alcohol
2021,164037350,148704328,1,4,,,,12,09,F,30,20,R,09,,2021,17,40380480,f,2022-02-12 03:03:30.146,2021-02-23,t,18,6,,ACCEPTED,,X,127205494,2021,178324729,11D,C,35,,,2021,4,N,Not Applicable
2021,164597550,149190754,1,4,,,,24,21,F,30,20,R,21,,2021,17,40380480,f,2022-02-18 03:03:09.29,2021-02-27,t,14,6,,ACCEPTED,,X,128379740,2021,178877541,290,C,23,,,2021,1,A,Alcohol
2021,164597554,149190758,1,4,,,,46,43,F,30,20,R,43,,2021,17,40382559,f,2022-02-18 03:03:12.18,2021-03-02,f,8,6,,ACCEPTED,,X,128379752,2021,178877545,13B,C,35,,,2021,4,N,Not Applicable
2021,162003700,146914389,1,4,,,,24,21,F,30,20,R,21,,2021,17,40382559,f,2022-01-12 02:59:14.489,2021-03-03,f,20,6,,ACCEPTED,,X,122584281,2021,176288148,13B,C,33,,,2021,1,A,Alcohol
2021,162003703,146914392,1,4,,,,33,30,F,10,50,,30,,2021,17,40382559,f,2022-01-12 02:59:17.364,2021-03-07,t,0,6,,ACCEPTED,,X,122584290,2021,176288151,23H,C,35,,,2021,4,N,Not Applicable
2021,162264284,147148634,1,4,,,,57,54,M,30,20,R,54,,2021,17,40382559,f,2022-01-14 03:00:14.237,2021-03-09,f,0,6,,ACCEPTED,,X,123058978,2021,176546033,13B,C,35,,,2021,1,A,Alcohol
2021,162264286,147148636,1,4,,,,88,85,F,30,20,R,85,,2021,17,40382559,f,2022-01-14 03:00:16.117,2021-03-09,t,0,6,,ACCEPTED,,X,123058984,2021,176546035,23H,C,35,,,2021,4,N,Not Applicable
2021,162299001,147178857,1,4,,,,29,26,F,30,20,,26,,2021,17,40382559,f,2022-01-15 03:00:17.903,2021-03-13,f,20,6,,ACCEPTED,,X,123126799,2021,176580262,13B,C,35,,,2021,1,A,Alcohol
2021,162299003,147178859,1,4,,,,7,04,F,30,20,R,04,,2021,17,40382559,f,2022-01-15 03:00:19.63,2021-03-15,t,9,6,,ACCEPTED,,X,123126805,2021,176580264,11D,C,35,,,2021,4,N,Not Applicable
2021,162299006,147178862,1,4,,,,57,54,M,30,20,R,54,,2021,17,40382559,f,2022-01-15 03:00:22.446,2021-03-22,f,22,6,,ACCEPTED,,X,123126814,2021,176580267,13B,C,35,,,2021,1,A,Alcohol
2021,162299011,147178865,1,4,,,,36,33,F,30,20,R,33,,2021,17,40382559,f,2022-01-15 03:00:25.267,2021-03-24,f,16,6,,ACCEPTED,,X,123126823,2021,176580270,23H,C,33,,,2021,4,N,Not Applicable
2021,162424651,147287329,1,4,,,,88,85,F,30,20,R,85,,2021,17,40382559,f,2022-01-19 03:00:34.523,2021-03-26,f,13,6,,ACCEPTED,,X,123381474,2021,176708890,13C,C,35,,,2021,1,A,Alcohol
2021,162424653,147287331,1,1,,,,104,NS,X,99,50,,,,2021,17,40382559,f,2022-01-19 03:00:36.104,2021-03-29,t,0,6,,ACCEPTED,,X,123381480,2021,176708892,220,C,11,,N,2021,4,N,Not Applicable
2021,162424654,147287332,1,4,,,,40,37,F,30,20,R,37,,2021,17,40382559,f,2022-01-19 03:00:37.024,2021-03-31,f,21,6,,ACCEPTED,,X,123381483,2021,176708894,13B,C,35,,,2021,1,A,Alcohol
2021,162424655,147287333,1,4,,,,5,02,F,30,20,R,02,,2021,17,40387199,f,2022-01-19 03:00:38.183,2021-04-02,t,0,6,,ACCEPTED,,X,123381486,2021,176708895,11D,C,35,,,2021,4,N,Not Applicable
2021,162606937,147447811,1,4,,,,53,50,M,30,20,R,50,,2021,17,40387199,f,2022-01-20 03:00:13.56,2021-04-03,f,21,6,,ACCEPTED,,X,123727811,2021,176891241,13B,C,35,,,2021,1,A,Alcohol
2021,162606939,147447813,1,4,,,,34,31,F,30,20,R,31,,2021,17,40387199,f,2022-01-20 03:00:15.338,2021-04-03,f,14,6,,ACCEPTED,,X,123727817,2021,176891243,13B,C,35,,,2021,4,N,Not Applicable
2021,162855551,147663434,1,4,,,,59,56,M,30,20,R,56,,2021,17,40387199,f,2022-01-26 03:00:04.295,2021-04-09,f,21,6,,ACCEPTED,,X,124350205,2021,177133627,13B,C,35,,,2021,1,A,Alcohol
2021,162855553,147663436,1,4,,,,53,50,F,30,20,R,50,,2021,17,40387199,f,2022-01-26 03:00:05.198,2021-04-08,t,18,6,,ACCEPTED,,X,124350211,2021,177133629,26A,C,35,,,2021,2,C,Computer Equipment (Handheld Devices)
2021,162855557,147663438,1,4,,,,46,43,M,30,20,R,43,,2021,17,40387199,f,2022-01-26 03:00:06.119,2021-04-11,f,22,6,,ACCEPTED,,X,124350217,2021,177133631,290,C,33,,,2021,4,N,Not Applicable
2021,162907647,147709293,1,4,,,,31,28,F,30,20,R,28,,2021,17,40387199,f,2022-01-27 03:00:37.667,2021-04-13,f,22,6,,ACCEPTED,,X,124468345,2021,177187470,290,C,33,,,2021,1,A,Alcohol
2021,162907648,147709294,1,4,,,,15,12,F,30,20,R,12,,2021,17,40387199,f,2022-01-27 03:00:39.189,2021-04-16,t,0,6,,ACCEPTED,,X,124468348,2021,177187471,11D,C,35,,,2021,4,N,Not Applicable
2021,162907652,147709298,1,4,,,,19,16,F,30,20,R,16,,2021,17,40387199,f,2022-01-27 03:00:44.65,2021-04-17,f,8,6,,ACCEPTED,,X,124468360,2021,177187475,11D,C,35,,,2021,1,A,Alcohol
2021,162907653,147709299,1,4,,,,41,38,M,30,20,R,38,,2021,17,40387199,f,2022-01-27 03:00:45.79,2021-04-17,f,10,6,,ACCEPTED,,X,124468363,2021,177187476,240,C,33,,,2021,4,N,Not Applicable
2021,162962251,147757210,1,4,,,,59,56,M,30,20,R,56,,2021,17,40387199,f,2022-01-28 03:01:53.76,2021-04-23,f,23,6,,ACCEPTED,,X,124583629,2021,177243895,290,C,35,,,2021,1,A,Alcohol
2021,162962253,147757212,1,1,,,,104,NS,X,99,50,,,,2021,17,40387199,f,2022-01-28 03:01:55.518,2021-04-25,f,20,6,,ACCEPTED,,X,124583635,2021,177243897,23F,C,13,,,2021,4,N,Not Applicable
2021,162962254,147757213,1,4,,,,21,18,F,30,20,R,18,,2021,17,40387199,f,2022-01-28 03:01:56.319,2021-04-26,f,0,6,,ACCEPTED,,X,124583638,2021,177243898,13B,C,35,,,2021,1,A,Alcohol
2021,162962255,147757214,1,8,,,,104,NS,X,99,50,,,,2021,17,40387199,f,2022-01-28 03:01:57.119,2021-04-28,f,14,6,,ACCEPTED,,X,124583641,2021,177243899,35A,C,38,,,2021,3,D,Drugs/Narcotics
2021,162962256,147757215,1,4,,,,45,42,F,30,20,R,42,,2021,17,40387199,f,2022-01-28 03:01:58.096,2021-04-29,f,4,6,,ACCEPTED,,X,124583644,2021,177243900,13B,C,35,,,2021,1,A,Alcohol
2021,163050069,147834605,1,4,,,,45,42,F,30,20,R,42,,2021,17,40393600,f,2022-02-01 03:02:51.001,2021-05-01,f,22,6,,ACCEPTED,,X,124779666,2021,177331285,13B,C,35,,,2021,3,D,Drugs/Narcotics
2021,163050070,147834606,1,1,,,,104,NS,X,99,50,,,,2021,17,40393600,f,2022-02-01 03:02:51.878,2021-05-02,f,21,6,,ACCEPTED,,X,124779669,2021,177331286,200,C,13,,,2021,4,N,Not Applicable
2021,163050074,147834610,1,4,,,,15,12,M,30,20,R,12,,2021,17,40393600,f,2022-02-01 03:02:55.515,2021-05-05,f,8,6,,ACCEPTED,,X,124779682,2021,177331290,13B,C,35,,,2021,1,A,Alcohol
2021,163124205,147900228,1,4,,,,64,61,M,10,20,R,61,,2021,17,40393600,f,2022-02-02 03:02:24.447,2021-05-09,f,15,6,,ACCEPTED,,X,124947964,2021,177405538,290,C,35,,,2021,4,N,Not Applicable
2021,163124207,147900230,1,4,,,,23,20,F,30,20,R,20,,2021,17,40393600,f,2022-02-02 03:02:26.048,2021-05-11,f,23,6,,ACCEPTED,,X,124947970,2021,177405540,13B,C,35,,,2021,1,A,Alcohol
2021,163124209,147900232,1,8,,,,104,NS,X,99,50,,,,2021,17,40393600,f,2022-02-02 03:02:27.527,2021-05-15,f,12,6,,ACCEPTED,,X,124947976,2021,177405542,35A,C,33,,,2021,4,N,Not Applicable
2021,163124210,147900233,1,4,,,,79,76,M,30,20,R,76,,2021,17,40393600,f,2022-02-02 03:02:28.324,2021-05-15,f,23,6,,ACCEPTED,,X,124947979,2021,177405543,290,C,35,,,2021,1,A,Alcohol
2021,163124211,147900234,1,4,,,,56,53,F,30,20,R,53,,2021,17,40393600,f,2022-02-02 03:02:29.627,2021-05-17,f,14,6,,ACCEPTED,,X,124947982,2021,177405544,13B,C,35,,,2021,4,N,Not Applicable
2021,164657941,149243381,1,4,,,,33,30,F,30,20,R,30,,2021,17,40393600,f,2022-02-19 03:06:13.477,2021-05-27,f,13,6,,ACCEPTED,,X,128534242,2021,178937679,13B,C,35,,,2021,1,A,Alcohol
2021,163241571,148002071,1,4,,,,31,28,M,10,50,,28,,2021,17,40393600,f,2022-02-03 03:02:39.19,2021-05-27,t,0,6,,ACCEPTED,,X,125155605,2021,177521264,23H,C,35,,,2021,4,N,Not Applicable
2021,163241572,148002072,1,4,,,,29,26,F,30,20,R,26,,2021,17,40393600,f,2022-02-03 03:02:40.025,2021-05-27,f,16,6,,ACCEPTED,,X,125155608,2021,177521265,13B,C,35,,,2021,1,A,Alcohol
2021,163241575,148002075,1,4,,,,32,29,M,30,20,R,29,,2021,17,40393600,f,2022-02-03 03:02:42.946,2021-05-29,f,10,6,,ACCEPTED,,X,125155617,2021,177521268,13B,C,35,,,2021,4,N,Not Applicable
2021,164925519,149477265,1,4,,,,48,45,F,30,20,R,45,,2021,17,40416369,f,2022-02-26 03:03:55.99,2021-06-11,t,3,6,,ACCEPTED,,X,129116740,2021,179208380,13B,C,35,,,2021,1,A,Alcohol
2021,164925521,149477267,1,8,,,,104,NS,X,99,50,,,,2021,17,40416369,f,2022-02-26 03:03:56.733,2021-06-11,t,12,6,,ACCEPTED,,X,129116747,2021,179208382,35A,C,35,,,2021,3,D,Drugs/Narcotics
2021,164925525,149477271,1,4,,,,29,26,M,30,20,R,26,,2021,17,40416369,f,2022-02-26 03:03:57.909,2021-06-11,t,15,6,,ACCEPTED,,X,129116756,2021,179208386,13A,C,35,,,2021,1,A,Alcohol
2021,164956765,149503877,1,4,,,,38,35,M,30,20,N,35,,2021,17,40416369,f,2022-02-28 03:02:50.548,2021-06-13,t,19,6,,ACCEPTED,,X,129206391,2021,179239312,13A,C,25,,,2021,4,N,Not Applicable
